folder n coef type seed tests id
dataset_16_100k 81725 14167 15 54 1000 2854
dataset_16_100k 48646 59586 15 55 1000 2855
dataset_16_100k 54518 53798 15 56 1000 2856
dataset_16_100k 12681 56515 15 57 1000 2857
dataset_16_100k 43343 23180 15 58 1000 2858
dataset_16_100k 14286 58910 15 59 1000 2859
dataset_16_100k 59032 51263 15 60 1000 2860
dataset_16_100k 17464 31678 15 61 1000 2861
dataset_16_100k 13429 30334 15 62 1000 2862
dataset_16_100k 36213 51125 15 63 1000 2863
dataset_16_100k 54539 5944 15 64 1000 2864
dataset_16_100k 57924 32896 15 65 1000 2865
dataset_16_100k 50079 3464 15 66 1000 2866
dataset_16_100k 27532 45911 15 67 1000 2867
dataset_16_100k 90123 49037 15 68 1000 2868
dataset_16_100k 31937 44331 15 69 1000 2869
dataset_16_100k 31981 14413 15 70 1000 2870
dataset_16_100k 4976 11526 15 71 1000 2871
dataset_16_100k 62971 19531 15 72 1000 2872
dataset_16_100k 40026 13752 15 73 1000 2873
dataset_16_100k 90422 4118 15 74 1000 2874
dataset_16_100k 46915 24309 15 75 1000 2875
dataset_16_100k 98781 53970 15 76 1000 2876
dataset_16_100k 49530 59876 15 77 1000 2877
dataset_16_100k 99924 38442 15 78 1000 2878
dataset_16_100k 39093 9867 15 79 1000 2879
dataset_16_100k 89065 23830 15 80 1000 2880
dataset_16_100k 55874 48615 15 81 1000 2881
dataset_16_100k 97906 4497 15 82 1000 2882
dataset_16_100k 52064 28870 15 83 1000 2883
dataset_16_100k 18175 650 15 84 1000 2884
dataset_16_100k 6926 46208 15 85 1000 2885
dataset_16_100k 15938 45471 15 86 1000 2886
dataset_16_100k 28869 18693 15 87 1000 2887
dataset_16_100k 7299 36816 15 88 1000 2888
dataset_16_100k 90793 9183 15 89 1000 2889
dataset_16_100k 91130 28354 15 90 1000 2890
dataset_16_100k 29710 10765 15 91 1000 2891
dataset_16_100k 96990 13370 15 92 1000 2892
dataset_16_100k 95222 59173 15 93 1000 2893
dataset_16_100k 50308 28276 15 94 1000 2894
dataset_16_100k 92971 11574 15 95 1000 2895
dataset_16_100k 33368 9269 15 96 1000 2896
dataset_16_100k 57634 29344 15 97 1000 2897
dataset_16_100k 23491 479 15 98 1000 2898
dataset_16_100k 8357 25002 15 99 1000 2899
dataset_16_100k 22567 27284 16 0 1000 2900
dataset_16_100k 71945 59899 16 1 1000 2901
dataset_16_100k 18308 8782 16 2 1000 2902
dataset_16_100k 50868 10135 16 3 1000 2903
dataset_16_100k 3126 19374 16 4 1000 2904
dataset_16_100k 73173 32702 16 5 1000 2905
dataset_16_100k 89980 61715 16 6 1000 2906
dataset_16_100k 52462 59298 16 7 1000 2907
dataset_16_100k 39757 8448 16 8 1000 2908
dataset_16_100k 90641 45293 16 9 1000 2909
dataset_16_100k 15062 62878 16 10 1000 2910
dataset_16_100k 67989 25298 16 11 1000 2911
dataset_16_100k 13400 15415 16 12 1000 2912
dataset_16_100k 68804 21373 16 13 1000 2913
dataset_16_100k 77365 38282 16 14 1000 2914
dataset_16_100k 99170 16024 16 15 1000 2915
dataset_16_100k 95759 17361 16 16 1000 2916
dataset_16_100k 39526 8765 16 17 1000 2917
dataset_16_100k 51564 6132 16 18 1000 2918
dataset_16_100k 89119 27227 16 19 1000 2919
dataset_16_100k 86515 20569 16 20 1000 2920
dataset_16_100k 84612 4941 16 21 1000 2921
dataset_16_100k 62446 28419 16 22 1000 2922
dataset_16_100k 45110 42677 16 23 1000 2923
dataset_16_100k 27334 314 16 24 1000 2924
dataset_16_100k 62465 9117 16 25 1000 2925
dataset_16_100k 73106 15765 16 26 1000 2926
dataset_16_100k 91561 37326 16 27 1000 2927
dataset_16_100k 89131 59318 16 28 1000 2928
dataset_16_100k 29639 24965 16 29 1000 2929
dataset_16_100k 74092 39286 16 30 1000 2930
dataset_16_100k 17869 5635 16 31 1000 2931
dataset_16_100k 63225 60155 16 32 1000 2932
dataset_16_100k 40980 59178 16 33 1000 2933
dataset_16_100k 81235 56492 16 34 1000 2934
dataset_16_100k 85120 5993 16 35 1000 2935
dataset_16_100k 9584 33242 16 36 1000 2936
dataset_16_100k 62274 26559 16 37 1000 2937
dataset_16_100k 59984 39867 16 38 1000 2938
dataset_16_100k 43875 34841 16 39 1000 2939
dataset_16_100k 24416 25336 16 40 1000 2940
dataset_16_100k 18818 31750 16 41 1000 2941
dataset_16_100k 67928 10540 16 42 1000 2942
dataset_16_100k 17766 32105 16 43 1000 2943
dataset_16_100k 57767 23288 16 44 1000 2944
dataset_16_100k 77696 22078 16 45 1000 2945
dataset_16_100k 35295 40476 16 46 1000 2946
dataset_16_100k 68600 54754 16 47 1000 2947
dataset_16_100k 95344 5647 16 48 1000 2948
dataset_16_100k 88466 32720 16 49 1000 2949
dataset_16_100k 62389 711 16 50 1000 2950
dataset_16_100k 86813 31962 16 51 1000 2951
dataset_16_100k 9928 53471 16 52 1000 2952
dataset_16_100k 19571 25864 16 53 1000 2953
dataset_16_100k 43567 24483 16 54 1000 2954
dataset_16_100k 60370 29037 16 55 1000 2955
dataset_16_100k 642 30870 16 56 1000 2956
dataset_16_100k 98514 2445 16 57 1000 2957
dataset_16_100k 99358 48913 16 58 1000 2958
dataset_16_100k 34203 16843 16 59 1000 2959
dataset_16_100k 21803 28020 16 60 1000 2960
dataset_16_100k 7733 28668 16 61 1000 2961
dataset_16_100k 21176 17859 16 62 1000 2962
dataset_16_100k 95015 1357 16 63 1000 2963
dataset_16_100k 58104 12317 16 64 1000 2964
dataset_16_100k 31868 59387 16 65 1000 2965
dataset_16_100k 29246 48080 16 66 1000 2966
dataset_16_100k 18432 59487 16 67 1000 2967
dataset_16_100k 30917 54826 16 68 1000 2968
dataset_16_100k 24385 40140 16 69 1000 2969
dataset_16_100k 17011 39827 16 70 1000 2970
dataset_16_100k 10829 43200 16 71 1000 2971
dataset_16_100k 74902 55524 16 72 1000 2972
dataset_16_100k 60007 18850 16 73 1000 2973
dataset_16_100k 11242 39721 16 74 1000 2974
dataset_16_100k 15160 27116 16 75 1000 2975
dataset_16_100k 80393 47558 16 76 1000 2976
dataset_16_100k 74556 1798 16 77 1000 2977
dataset_16_100k 2161 31842 16 78 1000 2978
dataset_16_100k 58875 3568 16 79 1000 2979
dataset_16_100k 4508 52587 16 80 1000 2980
dataset_16_100k 48238 15617 16 81 1000 2981
dataset_16_100k 68414 40551 16 82 1000 2982
dataset_16_100k 49236 63134 16 83 1000 2983
dataset_16_100k 75473 4011 16 84 1000 2984
dataset_16_100k 4239 23551 16 85 1000 2985
dataset_16_100k 93883 13755 16 86 1000 2986
dataset_16_100k 51308 28211 16 87 1000 2987
dataset_16_100k 38194 45227 16 88 1000 2988
dataset_16_100k 83043 49851 16 89 1000 2989
dataset_16_100k 31838 29702 16 90 1000 2990
dataset_16_100k 31609 64357 16 91 1000 2991
dataset_16_100k 37632 40418 16 92 1000 2992
dataset_16_100k 50495 47918 16 93 1000 2993
dataset_16_100k 14824 11548 16 94 1000 2994
dataset_16_100k 3327 13972 16 95 1000 2995
dataset_16_100k 35461 9305 16 96 1000 2996
dataset_16_100k 36381 733 16 97 1000 2997
dataset_16_100k 32005 1100 16 98 1000 2998
dataset_16_100k 82636 19567 16 99 1000 2999
dataset_16_200k 76529 28436 1 0 1000 3000
dataset_16_200k 98081 41321 1 1 1000 3001
dataset_16_200k 132236 41050 1 2 1000 3002
dataset_16_200k 141297 5881 1 3 1000 3003
dataset_16_200k 158030 22241 1 4 1000 3004
dataset_16_200k 33893 19105 1 5 1000 3005
dataset_16_200k 139002 25990 1 6 1000 3006
dataset_16_200k 45640 17290 1 7 1000 3007
dataset_16_200k 78667 61397 1 8 1000 3008
dataset_16_200k 177493 30517 1 9 1000 3009
dataset_16_200k 108421 29389 1 10 1000 3010
dataset_16_200k 50956 40911 1 11 1000 3011
dataset_16_200k 79214 32593 1 12 1000 3012
dataset_16_200k 52898 37557 1 13 1000 3013
dataset_16_200k 131824 28756 1 14 1000 3014
dataset_16_200k 66928 44604 1 15 1000 3015
dataset_16_200k 133126 28376 1 16 1000 3016
dataset_16_200k 5756 33075 1 17 1000 3017
dataset_16_200k 121815 42304 1 18 1000 3018
dataset_16_200k 106745 55748 1 19 1000 3019
dataset_16_200k 101372 35141 1 20 1000 3020
dataset_16_200k 185550 47530 1 21 1000 3021
dataset_16_200k 79698 24887 1 22 1000 3022
dataset_16_200k 114423 30653 1 23 1000 3023
dataset_16_200k 57806 8271 1 24 1000 3024
dataset_16_200k 17473 5783 1 25 1000 3025
dataset_16_200k 56820 15272 1 26 1000 3026
dataset_16_200k 2721 19430 1 27 1000 3027
dataset_16_200k 129063 25938 1 28 1000 3028
dataset_16_200k 196451 204 1 29 1000 3029
dataset_16_200k 98997 59520 1 30 1000 3030
dataset_16_200k 113225 50063 1 31 1000 3031
dataset_16_200k 38026 17803 1 32 1000 3032
dataset_16_200k 65629 43092 1 33 1000 3033
dataset_16_200k 8932 10563 1 34 1000 3034
dataset_16_200k 43515 19179 1 35 1000 3035
dataset_16_200k 98919 6130 1 36 1000 3036
dataset_16_200k 128281 13149 1 37 1000 3037
dataset_16_200k 55752 48338 1 38 1000 3038
dataset_16_200k 78374 29344 1 39 1000 3039
dataset_16_200k 194548 36729 1 40 1000 3040
dataset_16_200k 15041 44000 1 41 1000 3041
dataset_16_200k 107719 2648 1 42 1000 3042
dataset_16_200k 145445 41611 1 43 1000 3043
dataset_16_200k 102558 12445 1 44 1000 3044
dataset_16_200k 27726 30086 1 45 1000 3045
dataset_16_200k 184538 44963 1 46 1000 3046
dataset_16_200k 63752 19179 1 47 1000 3047
dataset_16_200k 86535 57199 1 48 1000 3048
dataset_16_200k 155849 1070 1 49 1000 3049
dataset_16_200k 101443 27251 1 50 1000 3050
dataset_16_200k 35715 63703 1 51 1000 3051
dataset_16_200k 66133 50542 1 52 1000 3052
dataset_16_200k 35429 24704 1 53 1000 3053
dataset_16_200k 53072 33962 1 54 1000 3054
dataset_16_200k 182258 31907 1 55 1000 3055
dataset_16_200k 164730 19375 1 56 1000 3056
dataset_16_200k 98712 9196 1 57 1000 3057
dataset_16_200k 5706 2129 1 58 1000 3058
dataset_16_200k 179561 56588 1 59 1000 3059
dataset_16_200k 5431 12494 1 60 1000 3060
dataset_16_200k 115534 20829 1 61 1000 3061
dataset_16_200k 113926 15243 1 62 1000 3062
dataset_16_200k 145061 25744 1 63 1000 3063
dataset_16_200k 141914 26089 1 64 1000 3064
dataset_16_200k 136921 52881 1 65 1000 3065
dataset_16_200k 115346 39121 1 66 1000 3066
dataset_16_200k 100914 11064 1 67 1000 3067
dataset_16_200k 44238 39502 1 68 1000 3068
dataset_16_200k 193846 25356 1 69 1000 3069
dataset_16_200k 106362 46917 1 70 1000 3070
dataset_16_200k 41161 13419 1 71 1000 3071
dataset_16_200k 151208 34447 1 72 1000 3072
dataset_16_200k 78735 53030 1 73 1000 3073
dataset_16_200k 113688 31591 1 74 1000 3074
dataset_16_200k 156566 43439 1 75 1000 3075
dataset_16_200k 184039 51346 1 76 1000 3076
dataset_16_200k 146194 23683 1 77 1000 3077
dataset_16_200k 58190 19178 1 78 1000 3078
dataset_16_200k 36446 24065 1 79 1000 3079
dataset_16_200k 46102 46148 1 80 1000 3080
dataset_16_200k 32653 29267 1 81 1000 3081
dataset_16_200k 179033 31606 1 82 1000 3082
dataset_16_200k 40686 52786 1 83 1000 3083
dataset_16_200k 62232 51217 1 84 1000 3084
dataset_16_200k 104409 12961 1 85 1000 3085
dataset_16_200k 191678 42010 1 86 1000 3086
dataset_16_200k 193849 808 1 87 1000 3087
dataset_16_200k 119295 47050 1 88 1000 3088
dataset_16_200k 61943 46526 1 89 1000 3089
dataset_16_200k 194926 36014 1 90 1000 3090
dataset_16_200k 160784 51593 1 91 1000 3091
dataset_16_200k 87551 37740 1 92 1000 3092
dataset_16_200k 889 33214 1 93 1000 3093
dataset_16_200k 76284 63390 1 94 1000 3094
dataset_16_200k 8114 31198 1 95 1000 3095
dataset_16_200k 27813 39571 1 96 1000 3096
dataset_16_200k 110382 44937 1 97 1000 3097
dataset_16_200k 146865 20914 1 98 1000 3098
dataset_16_200k 192878 16045 1 99 1000 3099
dataset_16_200k 10126 36507 2 0 1000 3100
dataset_16_200k 174518 4058 2 1 1000 3101
dataset_16_200k 162952 39010 2 2 1000 3102
dataset_16_200k 88457 15449 2 3 1000 3103
dataset_16_200k 133200 21507 2 4 1000 3104
dataset_16_200k 26329 12257 2 5 1000 3105
dataset_16_200k 6332 63960 2 6 1000 3106
dataset_16_200k 192370 4481 2 7 1000 3107
dataset_16_200k 1062 62613 2 8 1000 3108
dataset_16_200k 82162 37085 2 9 1000 3109
dataset_16_200k 97950 29837 2 10 1000 3110
dataset_16_200k 91452 39173 2 11 1000 3111
dataset_16_200k 171599 29962 2 12 1000 3112
dataset_16_200k 137576 56782 2 13 1000 3113
dataset_16_200k 81143 37465 2 14 1000 3114
dataset_16_200k 12531 6243 2 15 1000 3115
dataset_16_200k 142401 64922 2 16 1000 3116
dataset_16_200k 143472 28626 2 17 1000 3117
dataset_16_200k 42251 52112 2 18 1000 3118
dataset_16_200k 46688 47860 2 19 1000 3119
dataset_16_200k 149703 24603 2 20 1000 3120
dataset_16_200k 51179 15002 2 21 1000 3121
dataset_16_200k 187517 65233 2 22 1000 3122
dataset_16_200k 130079 29946 2 23 1000 3123
dataset_16_200k 198146 4557 2 24 1000 3124
dataset_16_200k 11687 13614 2 25 1000 3125
dataset_16_200k 51033 26716 2 26 1000 3126
dataset_16_200k 165417 40990 2 27 1000 3127
dataset_16_200k 67247 25783 2 28 1000 3128
dataset_16_200k 163325 3141 2 29 1000 3129
dataset_16_200k 157245 37761 2 30 1000 3130
dataset_16_200k 167157 15128 2 31 1000 3131
dataset_16_200k 69887 8447 2 32 1000 3132
dataset_16_200k 106968 45491 2 33 1000 3133
dataset_16_200k 17004 11848 2 34 1000 3134
dataset_16_200k 78642 21994 2 35 1000 3135
dataset_16_200k 158571 27307 2 36 1000 3136
dataset_16_200k 198618 64772 2 37 1000 3137
dataset_16_200k 46957 8574 2 38 1000 3138
dataset_16_200k 142099 65293 2 39 1000 3139
dataset_16_200k 15383 2584 2 40 1000 3140
dataset_16_200k 6849 20196 2 41 1000 3141
dataset_16_200k 26633 57530 2 42 1000 3142
dataset_16_200k 138190 3163 2 43 1000 3143
dataset_16_200k 85208 39562 2 44 1000 3144
dataset_16_200k 197328 16442 2 45 1000 3145
dataset_16_200k 73367 10250 2 46 1000 3146
dataset_16_200k 197878 19497 2 47 1000 3147
dataset_16_200k 124105 8731 2 48 1000 3148
dataset_16_200k 78199 7042 2 49 1000 3149
dataset_16_200k 184854 877 2 50 1000 3150
dataset_16_200k 115483 50972 2 51 1000 3151
dataset_16_200k 51265 16904 2 52 1000 3152
dataset_16_200k 187626 22302 2 53 1000 3153
dataset_16_200k 3417 63722 2 54 1000 3154
dataset_16_200k 73379 18696 2 55 1000 3155
dataset_16_200k 179608 12511 2 56 1000 3156
dataset_16_200k 55531 5578 2 57 1000 3157
dataset_16_200k 31032 953 2 58 1000 3158
dataset_16_200k 58696 21548 2 59 1000 3159
dataset_16_200k 84576 50803 2 60 1000 3160
dataset_16_200k 73401 54456 2 61 1000 3161
dataset_16_200k 71854 51686 2 62 1000 3162
dataset_16_200k 194743 39013 2 63 1000 3163
dataset_16_200k 134032 24615 2 64 1000 3164
dataset_16_200k 145216 37549 2 65 1000 3165
dataset_16_200k 5368 58965 2 66 1000 3166
dataset_16_200k 193190 9052 2 67 1000 3167
dataset_16_200k 192338 23376 2 68 1000 3168
dataset_16_200k 179231 16088 2 69 1000 3169
dataset_16_200k 118026 38025 2 70 1000 3170
dataset_16_200k 113755 46743 2 71 1000 3171
dataset_16_200k 40446 61170 2 72 1000 3172
dataset_16_200k 55379 33119 2 73 1000 3173
dataset_16_200k 5022 61451 2 74 1000 3174
dataset_16_200k 140734 60972 2 75 1000 3175
dataset_16_200k 168483 41263 2 76 1000 3176
dataset_16_200k 70248 25290 2 77 1000 3177
dataset_16_200k 149893 44668 2 78 1000 3178
dataset_16_200k 22866 7214 2 79 1000 3179
dataset_16_200k 100758 58445 2 80 1000 3180
dataset_16_200k 187927 38847 2 81 1000 3181
dataset_16_200k 142086 16191 2 82 1000 3182
dataset_16_200k 160789 59844 2 83 1000 3183
dataset_16_200k 189952 59630 2 84 1000 3184
dataset_16_200k 188780 30096 2 85 1000 3185
dataset_16_200k 20572 19536 2 86 1000 3186
dataset_16_200k 22248 32389 2 87 1000 3187
dataset_16_200k 24887 51426 2 88 1000 3188
dataset_16_200k 717 42803 2 89 1000 3189
dataset_16_200k 137600 15758 2 90 1000 3190
dataset_16_200k 187973 17231 2 91 1000 3191
dataset_16_200k 158237 11222 2 92 1000 3192
dataset_16_200k 117305 4253 2 93 1000 3193
dataset_16_200k 129087 47762 2 94 1000 3194
dataset_16_200k 156868 62467 2 95 1000 3195
dataset_16_200k 157964 58475 2 96 1000 3196
dataset_16_200k 28550 65242 2 97 1000 3197
dataset_16_200k 88153 11020 2 98 1000 3198
dataset_16_200k 78476 47223 2 99 1000 3199
dataset_16_200k 152456 2841 3 0 1000 3200
dataset_16_200k 178009 19831 3 1 1000 3201
dataset_16_200k 27121 17211 3 2 1000 3202
dataset_16_200k 10109 1423 3 3 1000 3203
dataset_16_200k 112779 63367 3 4 1000 3204
dataset_16_200k 130621 18667 3 5 1000 3205
dataset_16_200k 43475 8224 3 6 1000 3206
dataset_16_200k 191848 48757 3 7 1000 3207
dataset_16_200k 9044 23644 3 8 1000 3208
dataset_16_200k 81825 39265 3 9 1000 3209
dataset_16_200k 4718 41584 3 10 1000 3210
dataset_16_200k 43467 56457 3 11 1000 3211
dataset_16_200k 153122 7744 3 12 1000 3212
dataset_16_200k 102622 61111 3 13 1000 3213
dataset_16_200k 391 45843 3 14 1000 3214
dataset_16_200k 141814 6801 3 15 1000 3215
dataset_16_200k 164276 62611 3 16 1000 3216
dataset_16_200k 128765 57256 3 17 1000 3217
dataset_16_200k 72345 27123 3 18 1000 3218
dataset_16_200k 67317 9823 3 19 1000 3219
dataset_16_200k 92535 65438 3 20 1000 3220
dataset_16_200k 102966 14080 3 21 1000 3221
dataset_16_200k 3795 43027 3 22 1000 3222
dataset_16_200k 124123 54776 3 23 1000 3223
dataset_16_200k 137622 31744 3 24 1000 3224
dataset_16_200k 102678 62940 3 25 1000 3225
dataset_16_200k 15762 52698 3 26 1000 3226
dataset_16_200k 60329 1757 3 27 1000 3227
dataset_16_200k 3693 51913 3 28 1000 3228
dataset_16_200k 75094 59393 3 29 1000 3229
dataset_16_200k 65678 20999 3 30 1000 3230
dataset_16_200k 56096 35263 3 31 1000 3231
dataset_16_200k 47525 61929 3 32 1000 3232
dataset_16_200k 171196 37335 3 33 1000 3233
dataset_16_200k 6316 7253 3 34 1000 3234
dataset_16_200k 58957 19907 3 35 1000 3235
dataset_16_200k 69623 31331 3 36 1000 3236
dataset_16_200k 196511 55817 3 37 1000 3237
dataset_16_200k 49874 57652 3 38 1000 3238
dataset_16_200k 174102 25263 3 39 1000 3239
dataset_16_200k 64683 15357 3 40 1000 3240
dataset_16_200k 189489 37044 3 41 1000 3241
dataset_16_200k 124618 46875 3 42 1000 3242
dataset_16_200k 109992 2129 3 43 1000 3243
dataset_16_200k 61571 46332 3 44 1000 3244
dataset_16_200k 151291 43211 3 45 1000 3245
dataset_16_200k 92974 33225 3 46 1000 3246
dataset_16_200k 150393 60544 3 47 1000 3247
dataset_16_200k 45501 8981 3 48 1000 3248
dataset_16_200k 150848 24213 3 49 1000 3249
dataset_16_200k 93908 64188 3 50 1000 3250
dataset_16_200k 192324 42449 3 51 1000 3251
dataset_16_200k 114750 20828 3 52 1000 3252
dataset_16_200k 72892 56804 3 53 1000 3253
dataset_16_200k 109208 29638 3 54 1000 3254
dataset_16_200k 7664 7700 3 55 1000 3255
dataset_16_200k 177764 36941 3 56 1000 3256
dataset_16_200k 3570 5230 3 57 1000 3257
dataset_16_200k 8049 54762 3 58 1000 3258
dataset_16_200k 189023 64140 3 59 1000 3259
dataset_16_200k 12389 47328 3 60 1000 3260
dataset_16_200k 9606 16168 3 61 1000 3261
dataset_16_200k 99965 45109 3 62 1000 3262
dataset_16_200k 92461 19457 3 63 1000 3263
dataset_16_200k 25574 40747 3 64 1000 3264
dataset_16_200k 131861 50446 3 65 1000 3265
dataset_16_200k 198054 22566 3 66 1000 3266
dataset_16_200k 187158 44492 3 67 1000 3267
dataset_16_200k 125244 48798 3 68 1000 3268
dataset_16_200k 69109 51368 3 69 1000 3269
dataset_16_200k 143836 11275 3 70 1000 3270
dataset_16_200k 114951 15923 3 71 1000 3271
dataset_16_200k 179580 58475 3 72 1000 3272
dataset_16_200k 27430 35662 3 73 1000 3273
dataset_16_200k 42007 61011 3 74 1000 3274
dataset_16_200k 122717 11984 3 75 1000 3275
dataset_16_200k 184678 64975 3 76 1000 3276
dataset_16_200k 58644 56297 3 77 1000 3277
dataset_16_200k 165808 59300 3 78 1000 3278
dataset_16_200k 44211 52517 3 79 1000 3279
dataset_16_200k 144727 24644 3 80 1000 3280
dataset_16_200k 68118 44198 3 81 1000 3281
dataset_16_200k 9371 31748 3 82 1000 3282
dataset_16_200k 114771 15735 3 83 1000 3283
dataset_16_200k 46020 64564 3 84 1000 3284
dataset_16_200k 34406 42260 3 85 1000 3285
dataset_16_200k 144921 44284 3 86 1000 3286
dataset_16_200k 123189 27046 3 87 1000 3287
dataset_16_200k 167583 28423 3 88 1000 3288
dataset_16_200k 11859 16627 3 89 1000 3289
dataset_16_200k 128846 8615 3 90 1000 3290
dataset_16_200k 73824 43536 3 91 1000 3291
dataset_16_200k 106672 41306 3 92 1000 3292
dataset_16_200k 177437 50195 3 93 1000 3293
dataset_16_200k 59975 22355 3 94 1000 3294
dataset_16_200k 20712 36904 3 95 1000 3295
dataset_16_200k 83567 52530 3 96 1000 3296
dataset_16_200k 82529 31739 3 97 1000 3297
dataset_16_200k 86379 59888 3 98 1000 3298
dataset_16_200k 124179 37023 3 99 1000 3299
dataset_16_200k 107251 54778 4 0 1000 3300
dataset_16_200k 71285 24548 4 1 1000 3301
dataset_16_200k 85400 39633 4 2 1000 3302
dataset_16_200k 173205 52833 4 3 1000 3303
dataset_16_200k 35214 35449 4 4 1000 3304
dataset_16_200k 185341 54091 4 5 1000 3305
dataset_16_200k 151219 54434 4 6 1000 3306
dataset_16_200k 21890 55778 4 7 1000 3307
dataset_16_200k 108460 48016 4 8 1000 3308
dataset_16_200k 75689 21278 4 9 1000 3309
dataset_16_200k 121397 27416 4 10 1000 3310
dataset_16_200k 85723 30512 4 11 1000 3311
dataset_16_200k 184954 55164 4 12 1000 3312
dataset_16_200k 62875 42315 4 13 1000 3313
dataset_16_200k 107199 61050 4 14 1000 3314
dataset_16_200k 134095 21704 4 15 1000 3315
dataset_16_200k 104119 59676 4 16 1000 3316
dataset_16_200k 40201 5596 4 17 1000 3317
dataset_16_200k 23164 44799 4 18 1000 3318
dataset_16_200k 155117 11159 4 19 1000 3319
dataset_16_200k 61292 32145 4 20 1000 3320
dataset_16_200k 180259 20810 4 21 1000 3321
dataset_16_200k 24015 27760 4 22 1000 3322
dataset_16_200k 172456 54086 4 23 1000 3323
dataset_16_200k 144628 61625 4 24 1000 3324
dataset_16_200k 38516 38006 4 25 1000 3325
dataset_16_200k 192110 49339 4 26 1000 3326
dataset_16_200k 158542 28580 4 27 1000 3327
dataset_16_200k 11385 28263 4 28 1000 3328
dataset_16_200k 101011 41859 4 29 1000 3329
dataset_16_200k 185768 8073 4 30 1000 3330
dataset_16_200k 16769 4376 4 31 1000 3331
dataset_16_200k 127916 57908 4 32 1000 3332
dataset_16_200k 91864 12492 4 33 1000 3333
dataset_16_200k 18116 28377 4 34 1000 3334
dataset_16_200k 183737 53976 4 35 1000 3335
dataset_16_200k 79317 5106 4 36 1000 3336
dataset_16_200k 146667 38247 4 37 1000 3337
dataset_16_200k 142641 52763 4 38 1000 3338
dataset_16_200k 3890 40233 4 39 1000 3339
dataset_16_200k 155080 53413 4 40 1000 3340
dataset_16_200k 112564 11532 4 41 1000 3341
dataset_16_200k 29918 53791 4 42 1000 3342
dataset_16_200k 95324 32601 4 43 1000 3343
dataset_16_200k 58057 14100 4 44 1000 3344
dataset_16_200k 175163 49232 4 45 1000 3345
dataset_16_200k 73511 30882 4 46 1000 3346
dataset_16_200k 11773 15435 4 47 1000 3347
dataset_16_200k 164923 47579 4 48 1000 3348
dataset_16_200k 47567 28013 4 49 1000 3349
dataset_16_200k 49487 1075 4 50 1000 3350
dataset_16_200k 53944 48446 4 51 1000 3351
dataset_16_200k 50289 15135 4 52 1000 3352
dataset_16_200k 95415 33337 4 53 1000 3353
dataset_16_200k 91684 53939 4 54 1000 3354
dataset_16_200k 35980 3398 4 55 1000 3355
dataset_16_200k 153339 49766 4 56 1000 3356
dataset_16_200k 130843 52554 4 57 1000 3357
dataset_16_200k 87601 26793 4 58 1000 3358
dataset_16_200k 165142 38631 4 59 1000 3359
dataset_16_200k 89851 25712 4 60 1000 3360
dataset_16_200k 137251 26265 4 61 1000 3361
dataset_16_200k 18407 62053 4 62 1000 3362
dataset_16_200k 15907 24383 4 63 1000 3363
dataset_16_200k 195356 49436 4 64 1000 3364
dataset_16_200k 195820 59614 4 65 1000 3365
dataset_16_200k 90561 1382 4 66 1000 3366
dataset_16_200k 136686 35601 4 67 1000 3367
dataset_16_200k 123228 19635 4 68 1000 3368
dataset_16_200k 135909 22325 4 69 1000 3369
dataset_16_200k 81895 45470 4 70 1000 3370
dataset_16_200k 141331 34779 4 71 1000 3371
dataset_16_200k 20271 2404 4 72 1000 3372
dataset_16_200k 137008 35224 4 73 1000 3373
dataset_16_200k 107326 2417 4 74 1000 3374
dataset_16_200k 194760 30662 4 75 1000 3375
dataset_16_200k 53460 21872 4 76 1000 3376
dataset_16_200k 174979 25563 4 77 1000 3377
dataset_16_200k 54508 59526 4 78 1000 3378
dataset_16_200k 41849 1103 4 79 1000 3379
dataset_16_200k 144687 990 4 80 1000 3380
dataset_16_200k 89097 30188 4 81 1000 3381
dataset_16_200k 159375 54099 4 82 1000 3382
dataset_16_200k 61871 41161 4 83 1000 3383
dataset_16_200k 129616 14107 4 84 1000 3384
dataset_16_200k 81522 40974 4 85 1000 3385
dataset_16_200k 3717 47494 4 86 1000 3386
dataset_16_200k 184363 52679 4 87 1000 3387
dataset_16_200k 143229 54662 4 88 1000 3388
dataset_16_200k 52301 574 4 89 1000 3389
dataset_16_200k 72414 23251 4 90 1000 3390
dataset_16_200k 67609 64789 4 91 1000 3391
dataset_16_200k 181258 34708 4 92 1000 3392
dataset_16_200k 147370 35929 4 93 1000 3393
dataset_16_200k 83574 23714 4 94 1000 3394
dataset_16_200k 67369 28624 4 95 1000 3395
dataset_16_200k 127058 43934 4 96 1000 3396
dataset_16_200k 47841 43310 4 97 1000 3397
dataset_16_200k 127684 67 4 98 1000 3398
dataset_16_200k 56248 56322 4 99 1000 3399
dataset_16_200k 163937 34958 5 0 1000 3400
dataset_16_200k 12175 39947 5 1 1000 3401
dataset_16_200k 194384 21896 5 2 1000 3402
dataset_16_200k 158851 11492 5 3 1000 3403
dataset_16_200k 168240 35611 5 4 1000 3404
dataset_16_200k 153371 37270 5 5 1000 3405
dataset_16_200k 165548 11090 5 6 1000 3406
dataset_16_200k 195470 22449 5 7 1000 3407
dataset_16_200k 190020 62358 5 8 1000 3408
dataset_16_200k 112745 21360 5 9 1000 3409
dataset_16_200k 133194 2108 5 10 1000 3410
dataset_16_200k 135228 22055 5 11 1000 3411
dataset_16_200k 85001 40317 5 12 1000 3412
dataset_16_200k 26851 28210 5 13 1000 3413
